Invoice ID,Branch,Customer type,Product line,Total,Date,Rating,Hour
INV-1326,A,Normal,Sports & Travel,255.08,2024-02-10 18:00:00,7.9,18
INV-1327,B,Member,Sports & Travel,159.13,2024-02-10 21:00:00,9.6,21
INV-1328,A,Normal,Food & beverages,360.98,2024-02-11 00:00:00,4.4,0
INV-1329,C,Member,Home & Lifestyle,461.34,2024-02-11 03:00:00,8.9,3
INV-1330,A,Member,Electronic accessories,753.85,2024-02-11 06:00:00,5.8,6
INV-1331,A,Member,Home & Lifestyle,658.12,2024-02-11 09:00:00,6.7,9
INV-1332,A,Member,Fashion accessories,628.51,2024-02-11 12:00:00,4.1,12
INV-1333,C,Member,Fashion accessories,365.33,2024-02-11 15:00:00,5.8,15
INV-1334,C,Normal,Electronic accessories,844.62,2024-02-11 18:00:00,7.0,18
INV-1335,A,Normal,Food & beverages,481.86,2024-02-11 21:00:00,4.3,21
INV-1336,A,Normal,Electronic accessories,979.52,2024-02-12 00:00:00,6.9,0
INV-1337,B,Normal,Sports & Travel,641.46,2024-02-12 03:00:00,9.6,3
INV-1338,A,Member,Fashion accessories,143.74,2024-02-12 06:00:00,4.6,6
INV-1339,B,Member,Health & Beauty,682.65,2024-02-12 09:00:00,8.6,9
INV-1340,A,Member,Health & Beauty,338.6,2024-02-12 12:00:00,6.5,12
INV-1341,B,Member,Food & beverages,692.6,2024-02-12 15:00:00,7.9,15
INV-1342,C,Normal,Sports & Travel,88.25,2024-02-12 18:00:00,5.6,18
INV-1343,A,Member,Home & Lifestyle,191.38,2024-02-12 21:00:00,5.0,21
INV-1344,A,Member,Sports & Travel,858.62,2024-02-13 00:00:00,5.0,0
INV-1345,A,Normal,Health & Beauty,242.64,2024-02-13 03:00:00,4.4,3
INV-1346,A,Normal,Health & Beauty,840.3,2024-02-13 06:00:00,5.1,6
INV-1347,B,Normal,Fashion accessories,293.69,2024-02-13 09:00:00,8.0,9
INV-1348,A,Normal,Sports & Travel,650.02,2024-02-13 12:00:00,9.3,12
INV-1349,C,Member,Sports & Travel,700.27,2024-02-13 15:00:00,8.9,15
INV-1350,C,Member,Health & Beauty,522.4,2024-02-13 18:00:00,8.1,18
INV-1351,A,Normal,Home & Lifestyle,319.2,2024-02-13 21:00:00,4.7,21
INV-1352,C,Member,Food & beverages,228.39,2024-02-14 00:00:00,5.7,0
INV-1353,A,Member,Food & beverages,52.53,2024-02-14 03:00:00,5.9,3
INV-1354,A,Member,Sports & Travel,317.87,2024-02-14 06:00:00,5.5,6
INV-1355,C,Normal,Food & beverages,660.1,2024-02-14 09:00:00,7.1,9
INV-1356,A,Member,Health & Beauty,939.54,2024-02-14 12:00:00,7.2,12
INV-1357,C,Normal,Health & Beauty,873.78,2024-02-14 15:00:00,6.1,15
INV-1358,B,Member,Sports & Travel,770.74,2024-02-14 18:00:00,6.1,18
INV-1359,A,Member,Sports & Travel,792.68,2024-02-14 21:00:00,9.0,21
INV-1360,B,Member,Fashion accessories,671.69,2024-02-15 00:00:00,8.7,0
INV-1361,C,Normal,Sports & Travel,275.08,2024-02-15 03:00:00,5.8,3
INV-1362,B,Member,Home & Lifestyle,909.05,2024-02-15 06:00:00,9.5,6
INV-1363,B,Normal,Food & beverages,677.32,2024-02-15 09:00:00,9.7,9
INV-1364,C,Normal,Sports & Travel,569.23,2024-02-15 12:00:00,6.0,12
INV-1365,B,Normal,Electronic accessories,128.77,2024-02-15 15:00:00,6.1,15
INV-1366,B,Member,Fashion accessories,458.11,2024-02-15 18:00:00,7.0,18
INV-1367,C,Member,Electronic accessories,471.15,2024-02-15 21:00:00,9.6,21
INV-1368,B,Member,Health & Beauty,867.27,2024-02-16 00:00:00,9.3,0
INV-1369,C,Member,Food & beverages,555.72,2024-02-16 03:00:00,4.6,3
INV-1370,B,Normal,Sports & Travel,392.79,2024-02-16 06:00:00,6.4,6
INV-1371,C,Normal,Electronic accessories,977.26,2024-02-16 09:00:00,7.3,9
INV-1372,C,Normal,Food & beverages,128.51,2024-02-16 12:00:00,7.0,12
INV-1373,B,Member,Health & Beauty,434.1,2024-02-16 15:00:00,5.2,15
INV-1374,B,Normal,Home & Lifestyle,61.18,2024-02-16 18:00:00,9.2,18
INV-1375,B,Member,Fashion accessories,745.11,2024-02-16 21:00:00,8.1,21
INV-1376,A,Normal,Food & beverages,919.72,2024-02-17 00:00:00,9.0,0
INV-1377,A,Member,Food & beverages,294.44,2024-02-17 03:00:00,9.2,3
INV-1378,A,Member,Home & Lifestyle,861.17,2024-02-17 06:00:00,8.5,6
INV-1379,C,Normal,Food & beverages,306.37,2024-02-17 09:00:00,6.6,9
INV-1380,B,Normal,Health & Beauty,912.55,2024-02-17 12:00:00,7.7,12
INV-1381,C,Normal,Health & Beauty,758.88,2024-02-17 15:00:00,5.0,15
INV-1382,A,Normal,Home & Lifestyle,808.81,2024-02-17 18:00:00,8.0,18
INV-1383,B,Member,Fashion accessories,37.65,2024-02-17 21:00:00,5.1,21
INV-1384,C,Normal,Sports & Travel,963.55,2024-02-18 00:00:00,8.2,0
INV-1385,B,Normal,Electronic accessories,732.14,2024-02-18 03:00:00,5.4,3
INV-1386,C,Normal,Sports & Travel,318.66,2024-02-18 06:00:00,4.7,6
INV-1387,B,Member,Food & beverages,832.81,2024-02-18 09:00:00,5.0,9
INV-1388,A,Member,Electronic accessories,295.89,2024-02-18 12:00:00,4.0,12
INV-1389,A,Normal,Home & Lifestyle,875.3,2024-02-18 15:00:00,8.3,15
INV-1390,B,Member,Home & Lifestyle,130.33,2024-02-18 18:00:00,8.4,18
INV-1391,C,Normal,Fashion accessories,709.61,2024-02-18 21:00:00,7.1,21
INV-1392,A,Member,Electronic accessories,549.88,2024-02-19 00:00:00,5.0,0
INV-1393,A,Member,Health & Beauty,114.6,2024-02-19 03:00:00,4.5,3
INV-1394,A,Member,Electronic accessories,257.06,2024-02-19 06:00:00,4.1,6
INV-1395,B,Member,Food & beverages,32.16,2024-02-19 09:00:00,5.0,9
INV-1396,B,Normal,Health & Beauty,479.39,2024-02-19 12:00:00,9.3,12
INV-1397,C,Normal,Home & Lifestyle,315.24,2024-02-19 15:00:00,5.4,15
INV-1398,C,Normal,Electronic accessories,606.39,2024-02-19 18:00:00,6.1,18
INV-1399,C,Member,Sports & Travel,311.29,2024-02-19 21:00:00,4.6,21
INV-1400,B,Normal,Fashion accessories,313.92,2024-02-20 00:00:00,5.3,0
INV-1401,B,Normal,Sports & Travel,748.33,2024-02-20 03:00:00,7.1,3
INV-1402,C,Normal,Fashion accessories,67.18,2024-02-20 06:00:00,7.6,6
INV-1403,C,Member,Food & beverages,904.84,2024-02-20 09:00:00,5.5,9
INV-1404,B,Member,Sports & Travel,855.22,2024-02-20 12:00:00,4.3,12
INV-1405,C,Member,Electronic accessories,674.45,2024-02-20 15:00:00,6.3,15
INV-1406,A,Normal,Electronic accessories,601.36,2024-02-20 18:00:00,5.4,18
INV-1407,B,Normal,Sports & Travel,894.46,2024-02-20 21:00:00,5.3,21
INV-1408,C,Normal,Electronic accessories,201.62,2024-02-21 00:00:00,9.8,0
INV-1409,B,Member,Food & beverages,97.39,2024-02-21 03:00:00,7.7,3
INV-1410,A,Member,Health & Beauty,254.72,2024-02-21 06:00:00,7.3,6
INV-1411,B,Normal,Food & beverages,798.69,2024-02-21 09:00:00,6.5,9
INV-1412,B,Member,Fashion accessories,53.98,2024-02-21 12:00:00,6.6,12
INV-1413,B,Member,Food & beverages,591.15,2024-02-21 15:00:00,7.2,15
INV-1414,B,Member,Fashion accessories,995.53,2024-02-21 18:00:00,8.2,18
INV-1415,A,Member,Electronic accessories,858.58,2024-02-21 21:00:00,8.2,21
INV-1416,B,Normal,Health & Beauty,531.02,2024-02-22 00:00:00,5.0,0
INV-1417,B,Member,Electronic accessories,82.37,2024-02-22 03:00:00,7.0,3
INV-1418,C,Member,Home & Lifestyle,834.75,2024-02-22 06:00:00,6.5,6
INV-1419,B,Member,Electronic accessories,607.0,2024-02-22 09:00:00,9.2,9
INV-1420,C,Member,Fashion accessories,132.63,2024-02-22 12:00:00,7.8,12
INV-1421,A,Normal,Electronic accessories,111.98,2024-02-22 15:00:00,7.2,15
INV-1422,A,Normal,Electronic accessories,911.43,2024-02-22 18:00:00,4.7,18
INV-1423,A,Member,Health & Beauty,675.82,2024-02-22 21:00:00,7.6,21
INV-1424,A,Member,Electronic accessories,832.7,2024-02-23 00:00:00,4.7,0
INV-1425,C,Member,Health & Beauty,881.4,2024-02-23 03:00:00,6.0,3
INV-1426,B,Member,Sports & Travel,580.34,2024-02-23 06:00:00,4.9,6
INV-1427,A,Member,Home & Lifestyle,527.1,2024-02-23 09:00:00,8.2,9
INV-1428,B,Member,Health & Beauty,441.82,2024-02-23 12:00:00,5.2,12
INV-1429,C,Normal,Fashion accessories,330.61,2024-02-23 15:00:00,6.4,15
INV-1430,C,Member,Sports & Travel,445.9,2024-02-23 18:00:00,9.4,18
INV-1431,C,Normal,Health & Beauty,778.4,2024-02-23 21:00:00,5.2,21
INV-1432,A,Normal,Health & Beauty,609.88,2024-02-24 00:00:00,7.0,0
INV-1433,B,Member,Home & Lifestyle,894.67,2024-02-24 03:00:00,6.5,3
INV-1434,B,Normal,Fashion accessories,454.51,2024-02-24 06:00:00,4.1,6
INV-1435,B,Normal,Food & beverages,614.95,2024-02-24 09:00:00,8.8,9
INV-1436,C,Normal,Food & beverages,638.68,2024-02-24 12:00:00,4.4,12
INV-1437,A,Normal,Health & Beauty,599.86,2024-02-24 15:00:00,6.8,15
INV-1438,C,Normal,Electronic accessories,708.58,2024-02-24 18:00:00,7.4,18
INV-1439,C,Normal,Fashion accessories,252.68,2024-02-24 21:00:00,7.8,21
INV-1440,B,Member,Sports & Travel,522.12,2024-02-25 00:00:00,8.1,0
INV-1441,C,Normal,Electronic accessories,122.14,2024-02-25 03:00:00,5.5,3
INV-1442,B,Normal,Electronic accessories,396.82,2024-02-25 06:00:00,4.1,6
INV-1443,A,Normal,Fashion accessories,497.91,2024-02-25 09:00:00,8.3,9
INV-1444,B,Member,Health & Beauty,659.18,2024-02-25 12:00:00,7.2,12
INV-1445,A,Normal,Health & Beauty,951.52,2024-02-25 15:00:00,9.0,15
INV-1446,B,Member,Health & Beauty,608.64,2024-02-25 18:00:00,8.9,18
INV-1447,C,Normal,Health & Beauty,748.72,2024-02-25 21:00:00,9.1,21
INV-1448,C,Member,Food & beverages,516.14,2024-02-26 00:00:00,6.9,0
INV-1449,A,Member,Health & Beauty,641.42,2024-02-26 03:00:00,6.0,3
INV-1450,A,Normal,Food & beverages,89.51,2024-02-26 06:00:00,8.7,6
INV-1451,A,Normal,Food & beverages,269.3,2024-02-26 09:00:00,6.7,9
INV-1452,B,Member,Health & Beauty,374.62,2024-02-26 12:00:00,5.1,12
INV-1453,B,Normal,Home & Lifestyle,483.04,2024-02-26 15:00:00,9.1,15
INV-1454,A,Member,Sports & Travel,64.74,2024-02-26 18:00:00,9.3,18
INV-1455,C,Member,Electronic accessories,157.22,2024-02-26 21:00:00,6.8,21
INV-1456,B,Member,Food & beverages,291.28,2024-02-27 00:00:00,4.5,0
INV-1457,B,Member,Fashion accessories,972.1,2024-02-27 03:00:00,6.3,3
INV-1458,B,Member,Fashion accessories,344.72,2024-02-27 06:00:00,8.8,6
INV-1459,A,Normal,Sports & Travel,492.4,2024-02-27 09:00:00,9.4,9
INV-1460,A,Member,Fashion accessories,212.18,2024-02-27 12:00:00,5.2,12
INV-1461,A,Member,Home & Lifestyle,618.56,2024-02-27 15:00:00,4.4,15
INV-1462,A,Normal,Fashion accessories,295.07,2024-02-27 18:00:00,9.3,18
INV-1463,A,Member,Electronic accessories,222.85,2024-02-27 21:00:00,6.3,21
INV-1464,C,Normal,Electronic accessories,526.24,2024-02-28 00:00:00,7.3,0
INV-1465,C,Normal,Food & beverages,25.4,2024-02-28 03:00:00,9.8,3
INV-1466,A,Normal,Health & Beauty,27.51,2024-02-28 06:00:00,4.4,6
INV-1467,B,Member,Home & Lifestyle,234.69,2024-02-28 09:00:00,7.9,9
INV-1468,A,Member,Food & beverages,55.99,2024-02-28 12:00:00,4.4,12
INV-1469,C,Member,Home & Lifestyle,125.87,2024-02-28 15:00:00,6.3,15
INV-1470,C,Normal,Health & Beauty,352.08,2024-02-28 18:00:00,8.8,18
INV-1471,B,Member,Fashion accessories,806.53,2024-02-28 21:00:00,6.6,21
INV-1472,C,Normal,Fashion accessories,580.61,2024-02-29 00:00:00,10.0,0
INV-1473,A,Member,Health & Beauty,522.41,2024-02-29 03:00:00,7.4,3
INV-1474,B,Normal,Food & beverages,307.62,2024-02-29 06:00:00,5.9,6
INV-1475,A,Member,Health & Beauty,933.12,2024-02-29 09:00:00,5.3,9
INV-1476,A,Member,Sports & Travel,409.07,2024-02-29 12:00:00,6.1,12
INV-1477,B,Member,Electronic accessories,105.35,2024-02-29 15:00:00,6.2,15
INV-1478,A,Normal,Food & beverages,624.73,2024-02-29 18:00:00,4.4,18
INV-1479,C,Normal,Home & Lifestyle,131.56,2024-02-29 21:00:00,6.2,21
INV-1480,A,Member,Sports & Travel,358.32,2024-03-01 00:00:00,6.8,0
INV-1481,B,Member,Food & beverages,517.26,2024-03-01 03:00:00,8.3,3
INV-1482,B,Normal,Health & Beauty,876.74,2024-03-01 06:00:00,7.9,6
INV-1483,B,Normal,Health & Beauty,503.68,2024-03-01 09:00:00,8.3,9
INV-1484,A,Normal,Health & Beauty,708.21,2024-03-01 12:00:00,4.1,12
INV-1485,B,Member,Health & Beauty,992.96,2024-03-01 15:00:00,5.3,15
INV-1486,B,Normal,Home & Lifestyle,148.86,2024-03-01 18:00:00,8.0,18
INV-1487,A,Member,Sports & Travel,289.24,2024-03-01 21:00:00,6.9,21
INV-1488,C,Normal,Fashion accessories,406.68,2024-03-02 00:00:00,4.0,0
INV-1489,A,Member,Electronic accessories,433.39,2024-03-02 03:00:00,8.8,3
INV-1490,B,Normal,Home & Lifestyle,422.8,2024-03-02 06:00:00,8.6,6
INV-1491,B,Normal,Home & Lifestyle,909.46,2024-03-02 09:00:00,7.3,9
INV-1492,A,Normal,Fashion accessories,719.75,2024-03-02 12:00:00,4.4,12
INV-1493,C,Normal,Fashion accessories,615.75,2024-03-02 15:00:00,8.6,15
INV-1494,B,Normal,Electronic accessories,323.19,2024-03-02 18:00:00,7.5,18
INV-1495,B,Member,Electronic accessories,827.31,2024-03-02 21:00:00,8.7,21
INV-1496,B,Normal,Fashion accessories,955.96,2024-03-03 00:00:00,8.5,0
INV-1497,A,Normal,Health & Beauty,824.77,2024-03-03 03:00:00,8.8,3
INV-1498,B,Normal,Home & Lifestyle,21.53,2024-03-03 06:00:00,7.1,6
INV-1499,C,Member,Food & beverages,643.67,2024-03-03 09:00:00,4.8,9
INV-1500,B,Normal,Electronic accessories,70.11,2024-03-03 12:00:00,8.0,12
INV-1501,B,Member,Electronic accessories,272.46,2024-03-03 15:00:00,7.7,15
INV-1502,C,Normal,Fashion accessories,78.33,2024-03-03 18:00:00,8.5,18
INV-1503,B,Normal,Sports & Travel,611.72,2024-03-03 21:00:00,5.0,21
INV-1504,A,Member,Food & beverages,692.86,2024-03-04 00:00:00,5.2,0
INV-1505,A,Normal,Food & beverages,132.2,2024-03-04 03:00:00,9.3,3
INV-1506,A,Member,Electronic accessories,396.16,2024-03-04 06:00:00,8.5,6
INV-1507,C,Member,Health & Beauty,467.11,2024-03-04 09:00:00,9.4,9
INV-1508,B,Normal,Sports & Travel,381.67,2024-03-04 12:00:00,8.6,12
INV-1509,A,Member,Food & beverages,138.6,2024-03-04 15:00:00,7.6,15
INV-1510,C,Normal,Electronic accessories,430.57,2024-03-04 18:00:00,7.9,18
INV-1511,B,Normal,Food & beverages,756.15,2024-03-04 21:00:00,9.3,21
INV-1512,C,Member,Sports & Travel,89.59,2024-03-05 00:00:00,7.5,0
INV-1513,A,Member,Sports & Travel,98.58,2024-03-05 03:00:00,7.8,3
INV-1514,A,Member,Home & Lifestyle,367.68,2024-03-05 06:00:00,4.9,6
INV-1515,A,Member,Fashion accessories,942.89,2024-03-05 09:00:00,6.8,9
INV-1516,C,Normal,Fashion accessories,675.2,2024-03-05 12:00:00,8.3,12
INV-1517,C,Normal,Electronic accessories,685.1,2024-03-05 15:00:00,5.6,15
INV-1518,A,Member,Sports & Travel,374.68,2024-03-05 18:00:00,5.2,18
INV-1519,C,Normal,Home & Lifestyle,601.79,2024-03-05 21:00:00,5.9,21
INV-1520,A,Normal,Home & Lifestyle,29.93,2024-03-06 00:00:00,5.4,0
INV-1521,A,Normal,Food & beverages,643.37,2024-03-06 03:00:00,5.3,3
INV-1522,B,Normal,Food & beverages,915.02,2024-03-06 06:00:00,6.5,6
INV-1523,C,Member,Home & Lifestyle,620.32,2024-03-06 09:00:00,9.4,9
INV-1524,A,Member,Food & beverages,876.22,2024-03-06 12:00:00,7.0,12
INV-1525,A,Normal,Sports & Travel,729.49,2024-03-06 15:00:00,5.1,15
INV-1526,C,Member,Health & Beauty,138.15,2024-03-06 18:00:00,4.5,18
INV-1527,B,Member,Sports & Travel,904.4,2024-03-06 21:00:00,8.2,21
INV-1528,B,Member,Home & Lifestyle,85.11,2024-03-07 00:00:00,6.3,0
INV-1529,A,Normal,Home & Lifestyle,543.29,2024-03-07 03:00:00,8.9,3
INV-1530,C,Normal,Sports & Travel,159.29,2024-03-07 06:00:00,8.0,6
INV-1531,B,Normal,Food & beverages,31.47,2024-03-07 09:00:00,8.8,9
INV-1532,C,Member,Food & beverages,433.59,2024-03-07 12:00:00,5.6,12
INV-1533,C,Normal,Fashion accessories,309.14,2024-03-07 15:00:00,8.2,15
INV-1534,A,Normal,Home & Lifestyle,496.28,2024-03-07 18:00:00,5.6,18
INV-1535,B,Member,Electronic accessories,585.66,2024-03-07 21:00:00,9.6,21
INV-1536,A,Normal,Fashion accessories,62.86,2024-03-08 00:00:00,7.8,0
INV-1537,B,Normal,Food & beverages,140.54,2024-03-08 03:00:00,5.9,3
INV-1538,B,Member,Sports & Travel,567.47,2024-03-08 06:00:00,5.6,6
INV-1539,B,Member,Food & beverages,356.3,2024-03-08 09:00:00,5.1,9
INV-1540,B,Member,Sports & Travel,734.59,2024-03-08 12:00:00,8.2,12
INV-1541,B,Normal,Fashion accessories,659.25,2024-03-08 15:00:00,5.3,15
INV-1542,C,Normal,Home & Lifestyle,848.69,2024-03-08 18:00:00,7.6,18
INV-1543,A,Normal,Food & beverages,698.64,2024-03-08 21:00:00,5.6,21
INV-1544,C,Member,Sports & Travel,441.33,2024-03-09 00:00:00,8.0,0
INV-1545,B,Member,Home & Lifestyle,679.51,2024-03-09 03:00:00,8.9,3
INV-1546,A,Normal,Electronic accessories,289.87,2024-03-09 06:00:00,8.7,6
INV-1547,B,Normal,Sports & Travel,320.19,2024-03-09 09:00:00,8.6,9
INV-1548,A,Member,Fashion accessories,793.21,2024-03-09 12:00:00,5.1,12
INV-1549,C,Member,Electronic accessories,457.49,2024-03-09 15:00:00,4.5,15
INV-1550,A,Member,Electronic accessories,802.41,2024-03-09 18:00:00,8.2,18
INV-1551,A,Member,Health & Beauty,825.97,2024-03-09 21:00:00,6.2,21
INV-1552,A,Normal,Food & beverages,860.41,2024-03-10 00:00:00,6.6,0
INV-1553,A,Member,Sports & Travel,918.3,2024-03-10 03:00:00,4.2,3
INV-1554,A,Normal,Electronic accessories,442.37,2024-03-10 06:00:00,5.6,6
INV-1555,B,Normal,Health & Beauty,332.49,2024-03-10 09:00:00,4.2,9
INV-1556,A,Normal,Fashion accessories,590.55,2024-03-10 12:00:00,9.3,12
INV-1557,A,Member,Home & Lifestyle,383.75,2024-03-10 15:00:00,5.5,15
INV-1558,C,Member,Sports & Travel,609.05,2024-03-10 18:00:00,7.3,18
INV-1559,A,Member,Electronic accessories,711.47,2024-03-10 21:00:00,4.2,21
INV-1560,C,Member,Food & beverages,694.64,2024-03-11 00:00:00,8.0,0
INV-1561,B,Normal,Health & Beauty,387.06,2024-03-11 03:00:00,5.9,3
INV-1562,A,Member,Electronic accessories,183.52,2024-03-11 06:00:00,9.4,6
INV-1563,C,Member,Food & beverages,441.92,2024-03-11 09:00:00,9.3,9
INV-1564,C,Normal,Electronic accessories,159.74,2024-03-11 12:00:00,6.0,12
INV-1565,B,Member,Sports & Travel,892.3,2024-03-11 15:00:00,9.4,15
INV-1566,A,Normal,Sports & Travel,358.96,2024-03-11 18:00:00,10.0,18
INV-1567,A,Normal,Sports & Travel,171.37,2024-03-11 21:00:00,9.0,21
INV-1568,C,Normal,Fashion accessories,44.94,2024-03-12 00:00:00,9.1,0
INV-1569,A,Normal,Fashion accessories,652.91,2024-03-12 03:00:00,5.5,3
INV-1570,C,Normal,Health & Beauty,644.16,2024-03-12 06:00:00,7.5,6
INV-1571,A,Normal,Sports & Travel,353.79,2024-03-12 09:00:00,4.4,9
INV-1572,C,Normal,Food & beverages,90.28,2024-03-12 12:00:00,4.6,12
INV-1573,A,Normal,Electronic accessories,421.44,2024-03-12 15:00:00,10.0,15
INV-1574,B,Member,Home & Lifestyle,324.99,2024-03-12 18:00:00,6.0,18
INV-1575,A,Member,Food & beverages,683.58,2024-03-12 21:00:00,8.5,21
INV-1576,A,Member,Fashion accessories,613.66,2024-03-13 00:00:00,8.8,0
INV-1577,B,Member,Fashion accessories,377.3,2024-03-13 03:00:00,9.1,3
INV-1578,A,Normal,Food & beverages,233.53,2024-03-13 06:00:00,10.0,6
INV-1579,B,Member,Fashion accessories,988.28,2024-03-13 09:00:00,5.4,9
INV-1580,A,Normal,Sports & Travel,464.92,2024-03-13 12:00:00,4.2,12
INV-1581,C,Member,Health & Beauty,694.51,2024-03-13 15:00:00,6.5,15
INV-1582,C,Member,Electronic accessories,157.74,2024-03-13 18:00:00,4.8,18
INV-1583,A,Member,Health & Beauty,495.88,2024-03-13 21:00:00,4.1,21
INV-1584,A,Normal,Electronic accessories,46.99,2024-03-14 00:00:00,6.2,0
INV-1585,A,Member,Electronic accessories,515.35,2024-03-14 03:00:00,8.7,3
INV-1586,C,Normal,Health & Beauty,964.74,2024-03-14 06:00:00,7.4,6
INV-1587,A,Normal,Food & beverages,396.52,2024-03-14 09:00:00,5.9,9
INV-1588,C,Member,Electronic accessories,58.22,2024-03-14 12:00:00,7.9,12
INV-1589,B,Member,Health & Beauty,50.34,2024-03-14 15:00:00,5.4,15
INV-1590,C,Member,Electronic accessories,400.23,2024-03-14 18:00:00,4.1,18
INV-1591,C,Normal,Home & Lifestyle,176.82,2024-03-14 21:00:00,8.6,21
INV-1592,B,Member,Food & beverages,42.89,2024-03-15 00:00:00,7.7,0
INV-1593,C,Normal,Sports & Travel,761.09,2024-03-15 03:00:00,8.6,3
INV-1594,A,Normal,Electronic accessories,469.35,2024-03-15 06:00:00,4.2,6
INV-1595,A,Member,Home & Lifestyle,303.46,2024-03-15 09:00:00,9.0,9
INV-1596,C,Member,Sports & Travel,902.08,2024-03-15 12:00:00,7.7,12
INV-1597,A,Normal,Sports & Travel,133.82,2024-03-15 15:00:00,7.4,15
INV-1598,C,Normal,Electronic accessories,956.8,2024-03-15 18:00:00,7.7,18
INV-1599,A,Normal,Health & Beauty,327.69,2024-03-15 21:00:00,9.2,21
INV-1600,A,Member,Electronic accessories,890.64,2024-03-16 00:00:00,7.5,0
INV-1601,C,Normal,Home & Lifestyle,610.88,2024-03-16 03:00:00,7.5,3
INV-1602,A,Member,Sports & Travel,830.17,2024-03-16 06:00:00,9.9,6
INV-1603,C,Normal,Electronic accessories,984.33,2024-03-16 09:00:00,8.5,9
INV-1604,A,Normal,Health & Beauty,302.64,2024-03-16 12:00:00,6.7,12
INV-1605,A,Member,Electronic accessories,961.91,2024-03-16 15:00:00,8.2,15
INV-1606,B,Normal,Food & beverages,401.69,2024-03-16 18:00:00,6.3,18
INV-1607,B,Member,Health & Beauty,397.8,2024-03-16 21:00:00,5.4,21
INV-1608,C,Member,Home & Lifestyle,353.58,2024-03-17 00:00:00,7.6,0
INV-1609,B,Normal,Sports & Travel,550.58,2024-03-17 03:00:00,9.6,3
INV-1610,C,Member,Electronic accessories,171.06,2024-03-17 06:00:00,9.6,6
INV-1611,B,Member,Health & Beauty,562.64,2024-03-17 09:00:00,6.1,9
INV-1612,A,Normal,Food & beverages,550.87,2024-03-17 12:00:00,7.2,12
INV-1613,C,Member,Health & Beauty,766.66,2024-03-17 15:00:00,5.3,15
INV-1614,C,Member,Fashion accessories,836.98,2024-03-17 18:00:00,10.0,18
INV-1615,A,Member,Food & beverages,451.63,2024-03-17 21:00:00,9.9,21
INV-1616,C,Normal,Home & Lifestyle,316.29,2024-03-18 00:00:00,7.9,0
INV-1617,C,Member,Sports & Travel,274.15,2024-03-18 03:00:00,8.8,3
INV-1618,B,Normal,Home & Lifestyle,210.73,2024-03-18 06:00:00,8.3,6
INV-1619,C,Normal,Electronic accessories,76.49,2024-03-18 09:00:00,7.6,9
INV-1620,A,Member,Health & Beauty,355.6,2024-03-18 12:00:00,4.3,12
INV-1621,B,Member,Fashion accessories,284.84,2024-03-18 15:00:00,6.7,15
INV-1622,B,Member,Food & beverages,967.09,2024-03-18 18:00:00,8.0,18
INV-1623,A,Normal,Food & beverages,566.55,2024-03-18 21:00:00,8.1,21
INV-1624,A,Member,Health & Beauty,360.33,2024-03-19 00:00:00,6.2,0
INV-1625,B,Member,Fashion accessories,588.86,2024-03-19 03:00:00,9.7,3
INV-1626,C,Member,Health & Beauty,156.41,2024-03-19 06:00:00,5.0,6
INV-1627,B,Member,Electronic accessories,455.16,2024-03-19 09:00:00,7.0,9
INV-1628,A,Member,Home & Lifestyle,633.71,2024-03-19 12:00:00,8.1,12
INV-1629,B,Normal,Food & beverages,499.12,2024-03-19 15:00:00,8.2,15
INV-1630,A,Normal,Electronic accessories,413.74,2024-03-19 18:00:00,7.9,18
INV-1631,B,Member,Home & Lifestyle,993.97,2024-03-19 21:00:00,5.7,21
INV-1632,C,Member,Electronic accessories,882.71,2024-03-20 00:00:00,4.9,0
INV-1633,B,Member,Fashion accessories,630.94,2024-03-20 03:00:00,7.8,3
INV-1634,B,Member,Food & beverages,577.99,2024-03-20 06:00:00,7.6,6
INV-1635,A,Normal,Health & Beauty,628.25,2024-03-20 09:00:00,5.1,9
INV-1636,A,Member,Health & Beauty,217.29,2024-03-20 12:00:00,8.2,12
INV-1637,A,Normal,Home & Lifestyle,407.23,2024-03-20 15:00:00,6.7,15
INV-1638,B,Normal,Sports & Travel,58.67,2024-03-20 18:00:00,8.0,18
INV-1639,C,Member,Fashion accessories,486.04,2024-03-20 21:00:00,9.0,21
INV-1640,A,Normal,Home & Lifestyle,552.16,2024-03-21 00:00:00,5.0,0
INV-1641,A,Normal,Sports & Travel,243.19,2024-03-21 03:00:00,4.1,3
INV-1642,B,Normal,Electronic accessories,964.75,2024-03-21 06:00:00,8.7,6
INV-1643,A,Normal,Fashion accessories,911.27,2024-03-21 09:00:00,7.7,9
INV-1644,C,Member,Electronic accessories,727.7,2024-03-21 12:00:00,8.2,12
INV-1645,C,Member,Food & beverages,542.72,2024-03-21 15:00:00,9.0,15
INV-1646,A,Normal,Fashion accessories,872.57,2024-03-21 18:00:00,8.8,18
INV-1647,A,Member,Sports & Travel,148.04,2024-03-21 21:00:00,9.8,21
INV-1648,B,Member,Food & beverages,794.7,2024-03-22 00:00:00,7.2,0
INV-1649,C,Member,Health & Beauty,142.32,2024-03-22 03:00:00,6.9,3
INV-1650,C,Member,Sports & Travel,798.33,2024-03-22 06:00:00,6.4,6
INV-1651,A,Member,Home & Lifestyle,290.25,2024-03-22 09:00:00,4.9,9
INV-1652,B,Normal,Health & Beauty,879.55,2024-03-22 12:00:00,7.4,12
INV-1653,C,Member,Health & Beauty,945.16,2024-03-22 15:00:00,5.7,15
